time	sig 0	sig 1
 21.531	 -0.015	  0.075
 21.539	  0.045	 -0.035
 21.547	 -0.015	 -0.055
 21.555	 -0.085	 -0.055
 21.562	 -0.065	 -0.035
 21.570	 -0.065	  0.005
 21.578	 -0.115	 -0.005
 21.586	 -0.135	 -0.045
 21.594	 -0.175	 -0.045
 21.602	 -0.205	 -0.035
 21.609	 -0.225	 -0.025
 21.617	 -0.205	 -0.025
 21.625	 -0.165	 -0.045
 21.633	 -0.115	 -0.045
 21.641	 -0.145	  0.095
 21.648	 -0.725	  0.165
 21.656	 -0.665	 -0.105
 21.664	  0.425	 -0.555
 21.672	  2.075	 -0.225
 21.680	  2.805	  0.105
 21.688	  2.655	  0.695
 21.695	  1.885	 -0.225
 21.703	  0.215	 -0.835
 21.711	 -0.375	 -0.395
 21.719	 -0.255	 -0.075
 21.727	 -0.255	 -0.035
 21.734	 -0.285	 -0.055
 21.742	 -0.335	 -0.045
 21.750	 -0.355	 -0.075
 21.758	 -0.325	 -0.065
 21.766	 -0.295	 -0.075
 21.773	 -0.325	 -0.075
 21.781	 -0.295	 -0.085
 21.789	 -0.265	 -0.105
 21.797	 -0.215	 -0.095
 21.805	 -0.225	 -0.095
 21.812	 -0.225	 -0.115
 21.820	 -0.185	 -0.145
 21.828	 -0.185	 -0.135
 21.836	 -0.135	 -0.175
 21.844	 -0.115	 -0.165
 21.852	 -0.115	 -0.225
 21.859	 -0.115	 -0.205
 21.867	 -0.125	 -0.275
 21.875	 -0.145	 -0.285
 21.883	 -0.125	 -0.305
 21.891	 -0.085	 -0.275
 21.898	 -0.185	 -0.265
 21.906	 -0.185	 -0.295
 21.914	 -0.175	 -0.235
 21.922	 -0.155	 -0.165
 21.930	 -0.155	 -0.125
 21.938	 -0.095	 -0.105
 21.945	 -0.115	 -0.075
 21.953	 -0.135	 -0.045
 21.961	 -0.125	 -0.025
 21.969	 -0.125	 -0.015
 21.977	 -0.145	 -0.005
 21.984	 -0.135	  0.005
 21.992	 -0.155	 -0.025
 22.000	 -0.115	 -0.005
 22.008	 -0.155	  0.025
 22.016	 -0.135	  0.005
 22.023	 -0.125	 -0.025
 22.031	 -0.145	  0.005
 22.039	 -0.125	  0.005
 22.047	 -0.125	 -0.015
 22.055	 -0.125	  0.015
 22.062	 -0.135	  0.005
 22.070	 -0.135	 -0.015
 22.078	 -0.125	  0.005
 22.086	 -0.095	  0.005
 22.094	 -0.165	 -0.015
 22.102	 -0.125	 -0.025
 22.109	 -0.105	 -0.015
 22.117	 -0.115	  0.015
 22.125	 -0.135	 -0.015
 22.133	 -0.145	 -0.015
 22.141	 -0.155	 -0.005
 22.148	 -0.165	 -0.005
 22.156	 -0.105	  0.035
 22.164	 -0.075	  0.035
 22.172	 -0.065	  0.055
 22.180	 -0.035	  0.075
 22.188	  0.045	  0.015
 22.195	 -0.035	 -0.055
 22.203	 -0.065	 -0.055
 22.211	 -0.075	 -0.035
 22.219	 -0.115	 -0.025
 22.227	 -0.135	  0.005
 22.234	 -0.105	 -0.015
 22.242	 -0.175	 -0.035
 22.250	 -0.245	 -0.035
 22.258	 -0.225	 -0.035
 22.266	 -0.185	 -0.005
 22.273	 -0.185	 -0.035
 22.281	 -0.185	 -0.055
 22.289	 -0.145	  0.045
 22.297	 -0.645	  0.195
 22.305	 -0.775	 -0.085
 22.312	  0.215	 -0.645
 22.320	  1.945	 -0.325
 22.328	  2.815	  0.165
 22.336	  2.605	  0.685
 22.344	  1.545	 -0.485
 22.352	 -0.015	 -0.805
 22.359	 -0.285	 -0.275
 22.367	 -0.275	 -0.015
 22.375	 -0.325	 -0.055
 22.383	 -0.335	 -0.055
 22.391	 -0.385	 -0.075
 22.398	 -0.375	 -0.065
 22.406	 -0.355	 -0.075
 22.414	 -0.335	 -0.095
 22.422	 -0.335	 -0.095
 22.430	 -0.325	 -0.115
 22.438	 -0.275	 -0.085
 22.445	 -0.275	 -0.115
 22.453	 -0.245	 -0.135
 22.461	 -0.215	 -0.115
 22.469	 -0.235	 -0.125
 22.477	 -0.215	 -0.195
 22.484	 -0.155	 -0.195
 22.492	 -0.155	 -0.225
 22.500	 -0.135	 -0.235
 22.508	 -0.145	 -0.255
 22.516	 -0.125	 -0.275
 22.523	 -0.135	 -0.305
 22.531	 -0.125	 -0.325
 22.539	 -0.195	 -0.305
 22.547	 -0.165	 -0.275
 22.555	 -0.195	 -0.285
 22.562	 -0.175	 -0.255
 22.570	 -0.195	 -0.175
 22.578	 -0.185	 -0.155
 22.586	 -0.125	 -0.085
 22.594	 -0.145	 -0.085
 22.602	 -0.155	 -0.055
 22.609	 -0.165	 -0.015
 22.617	 -0.145	  0.005
 22.625	 -0.195	 -0.025
 22.633	 -0.175	 -0.015
 22.641	 -0.185	 -0.015
 22.648	 -0.165	 -0.015
 22.656	 -0.185	 -0.015
 22.664	 -0.165	  0.005
 22.672	 -0.175	 -0.025
 22.680	 -0.175	 -0.025
 22.688	 -0.155	  0.005
 22.695	 -0.135	 -0.015
 22.703	 -0.155	 -0.025
 22.711	 -0.155	  0.005
 22.719	 -0.155	 -0.015
 22.727	 -0.155	 -0.005
 22.734	 -0.115	  0.005
 22.742	 -0.145	 -0.025
 22.750	 -0.145	 -0.025
 22.758	 -0.155	 -0.045
 22.766	 -0.155	  0.005
 22.773	 -0.155	  0.005
 22.781	 -0.145	 -0.045
 22.789	 -0.145	 -0.035
 22.797	 -0.145	 -0.015
 22.805	 -0.135	 -0.005
 22.812	 -0.105	  0.015
 22.820	 -0.095	  0.005
 22.828	 -0.085	  0.045
 22.836	 -0.065	  0.055
 22.844	 -0.025	 -0.015
 22.852	 -0.015	 -0.065
 22.859	 -0.055	 -0.075
 22.867	 -0.085	 -0.075
 22.875	 -0.095	 -0.065
 22.883	 -0.115	  0.005
 22.891	 -0.115	 -0.035
 22.898	 -0.145	 -0.055
 22.906	 -0.175	 -0.035
 22.914	 -0.155	 -0.045
 22.922	 -0.155	 -0.035
 22.930	 -0.165	 -0.055
 22.938	 -0.145	 -0.055
 22.945	 -0.145	 -0.035
 22.953	 -0.215	  0.155
 22.961	 -0.295	  0.025
 22.969	  0.065	 -0.485
 22.977	  0.965	 -0.625
 22.984	  1.805	 -0.125
 22.992	  2.005	  0.655
 23.000	  1.645	  0.525
 23.008	  0.805	 -0.745
 23.016	  0.095	 -0.645
 23.023	 -0.125	 -0.165
 23.031	 -0.205	 -0.055
 23.039	 -0.255	 -0.125
 23.047	 -0.275	 -0.085
 23.055	 -0.315	 -0.075
 23.062	 -0.315	 -0.105
 23.070	 -0.305	 -0.085
 23.078	 -0.285	 -0.125
 23.086	 -0.285	 -0.125
 23.094	 -0.285	 -0.145
 23.102	 -0.245	 -0.125
 23.109	 -0.245	 -0.115
 23.117	 -0.225	 -0.155
 23.125	 -0.205	 -0.175
 23.133	 -0.195	 -0.205
 23.141	 -0.165	 -0.205
 23.148	 -0.145	 -0.205
 23.156	 -0.105	 -0.235
 23.164	 -0.115	 -0.315
 23.172	 -0.115	 -0.315
 23.180	 -0.105	 -0.345
 23.188	 -0.135	 -0.325
 23.195	 -0.135	 -0.345
 23.203	 -0.155	 -0.345
 23.211	 -0.185	 -0.345
 23.219	 -0.175	 -0.315
 23.227	 -0.165	 -0.245
 23.234	 -0.125	 -0.165
 23.242	 -0.135	 -0.155
 23.250	 -0.135	 -0.115
 23.258	 -0.105	 -0.065
 23.266	 -0.135	 -0.035
 23.273	 -0.195	 -0.035
 23.281	 -0.175	 -0.045
 23.289	 -0.205	 -0.025
 23.297	 -0.155	 -0.015
 23.305	 -0.135	 -0.005
 23.312	 -0.155	 -0.025
 23.320	 -0.175	 -0.025
 23.328	 -0.165	 -0.005
 23.336	 -0.155	 -0.025
 23.344	 -0.145	 -0.025
 23.352	 -0.165	 -0.025
 23.359	 -0.135	 -0.005
 23.367	 -0.125	 -0.015
 23.375	 -0.135	 -0.015
 23.383	 -0.145	 -0.015
 23.391	 -0.135	 -0.015
 23.398	 -0.135	 -0.015
 23.406	 -0.155	 -0.025
 23.414	 -0.135	 -0.015
 23.422	 -0.145	 -0.015
 23.430	 -0.125	 -0.005
 23.438	 -0.155	 -0.025
 23.445	 -0.175	 -0.045
 23.453	 -0.145	 -0.035
 23.461	 -0.155	 -0.025
 23.469	 -0.165	 -0.015
 23.477	 -0.165	 -0.035
 23.484	 -0.165	 -0.025
 23.492	 -0.115	 -0.005
 23.500	 -0.105	  0.015
 23.508	 -0.085	  0.015
 23.516	 -0.065	  0.055
 23.523	  0.005	  0.025
 23.531	  0.035	 -0.065
 23.539	 -0.025	 -0.075
 23.547	 -0.065	 -0.065
 23.555	 -0.105	 -0.015
 23.562	 -0.085	 -0.045
 23.570	 -0.105	 -0.015
 23.578	 -0.125	 -0.035
 23.586	 -0.165	 -0.035
 23.594	 -0.165	 -0.065
 23.602	 -0.185	 -0.045
 23.609	 -0.185	 -0.045
 23.617	 -0.175	 -0.055
 23.625	 -0.145	 -0.045
 23.633	 -0.175	  0.045
 23.641	 -0.495	  0.155
 23.648	 -0.555	 -0.155
 23.656	  0.165	 -0.755
 23.664	  1.555	 -0.315
 23.672	  2.265	  0.205
 23.680	  2.205	  0.925
 23.688	  1.595	  0.195
 23.695	  0.355	 -0.805
 23.703	 -0.175	 -0.465
 23.711	 -0.215	 -0.115
 23.719	 -0.225	 -0.045
 23.727	 -0.285	 -0.095
 23.734	 -0.295	 -0.115
 23.742	 -0.315	 -0.095
 23.750	 -0.305	 -0.105
 23.758	 -0.305	 -0.105
 23.766	 -0.285	 -0.085
 23.773	 -0.265	 -0.085
 23.781	 -0.275	 -0.155
 23.789	 -0.245	 -0.175
 23.797	 -0.215	 -0.155
 23.805	 -0.205	 -0.175
 23.812	 -0.195	 -0.205
 23.820	 -0.165	 -0.205
 23.828	 -0.155	 -0.245
 23.836	 -0.165	 -0.285
 23.844	 -0.135	 -0.305
 23.852	 -0.115	 -0.325
 23.859	 -0.105	 -0.345
 23.867	 -0.135	 -0.385
 23.875	 -0.135	 -0.405
 23.883	 -0.125	 -0.385
 23.891	 -0.175	 -0.355
 23.898	 -0.135	 -0.335
 23.906	 -0.145	 -0.295
 23.914	 -0.125	 -0.265
 23.922	 -0.125	 -0.195
 23.930	 -0.095	 -0.145
 23.938	 -0.075	 -0.105
 23.945	 -0.135	 -0.055
 23.953	 -0.185	 -0.045
 23.961	 -0.115	 -0.035
 23.969	 -0.145	 -0.055
 23.977	 -0.155	 -0.055
 23.984	 -0.145	 -0.015
 23.992	 -0.145	 -0.005
 24.000	 -0.165	 -0.035
 24.008	 -0.175	 -0.045
 24.016	 -0.175	 -0.025
 24.023	 -0.165	 -0.035
 24.031	 -0.165	 -0.045
 24.039	 -0.175	 -0.035
 24.047	 -0.125	 -0.005
 24.055	 -0.155	 -0.035
 24.062	 -0.155	 -0.035
 24.070	 -0.185	 -0.035
 24.078	 -0.165	 -0.035
 24.086	 -0.185	 -0.005
 24.094	 -0.175	 -0.035
 24.102	 -0.175	 -0.035
 24.109	 -0.175	 -0.055
 24.117	 -0.195	 -0.045
 24.125	 -0.185	 -0.055
 24.133	 -0.125	 -0.045
 24.141	 -0.155	  0.005
 24.148	 -0.165	 -0.045
 24.156	 -0.115	 -0.025
 24.164	 -0.095	  0.015
 24.172	 -0.115	  0.035
 24.180	 -0.065	  0.045
 24.188	  0.025	 -0.045
 24.195	 -0.075	 -0.085
 24.203	 -0.125	 -0.105
 24.211	 -0.175	 -0.075
 24.219	 -0.085	 -0.055
 24.227	 -0.105	 -0.055
 24.234	 -0.155	 -0.055
 24.242	 -0.155	 -0.045
 24.250	 -0.245	 -0.085
 24.258	 -0.235	 -0.075
 24.266	 -0.185	 -0.045
 24.273	 -0.225	 -0.045
 24.281	 -0.165	 -0.075
 24.289	 -0.205	  0.005
 24.297	 -0.665	  0.155
 24.305	 -0.705	 -0.105
 24.312	  0.445	 -0.535
 24.320	  2.135	 -0.295
 24.328	  2.795	  0.025
 24.336	  2.565	  0.735
 24.344	  1.515	 -0.055
 24.352	 -0.125	 -0.865
 24.359	 -0.415	 -0.425
 24.367	 -0.315	 -0.115
 24.375	 -0.335	 -0.075
 24.383	 -0.345	 -0.075
 24.391	 -0.365	 -0.085
 24.398	 -0.315	 -0.095
 24.406	 -0.295	 -0.095
 24.414	 -0.295	 -0.095
 24.422	 -0.265	 -0.115
 24.430	 -0.255	 -0.115
 24.438	 -0.265	 -0.135
 24.445	 -0.255	 -0.135
 24.453	 -0.225	 -0.125
 24.461	 -0.175	 -0.145
 24.469	 -0.175	 -0.175
 24.477	 -0.175	 -0.165
 24.484	 -0.145	 -0.205
 24.492	 -0.155	 -0.245
 24.500	 -0.115	 -0.265
 24.508	 -0.095	 -0.265
 24.516	 -0.105	 -0.285
 24.523	 -0.115	 -0.305
 24.531	 -0.115	 -0.295
 24.539	 -0.155	 -0.305
 24.547	 -0.145	 -0.275
 24.555	 -0.165	 -0.255
 24.562	 -0.195	 -0.215
 24.570	 -0.105	 -0.165
 24.578	 -0.075	 -0.085
 24.586	 -0.075	 -0.105
 24.594	 -0.125	 -0.065
 24.602	 -0.125	 -0.035
 24.609	 -0.135	 -0.015
 24.617	 -0.145	 -0.015
 24.625	 -0.175	 -0.025
 24.633	 -0.175	  0.015
 24.641	 -0.185	 -0.025
 24.648	 -0.185	 -0.025
 24.656	 -0.145	 -0.025
 24.664	 -0.135	 -0.015
 24.672	 -0.175	  0.015
 24.680	 -0.155	 -0.005
 24.688	 -0.145	 -0.035
 24.695	 -0.175	 -0.015
 24.703	 -0.135	 -0.015
 24.711	 -0.125	 -0.015
 24.719	 -0.165	 -0.025
 24.727	 -0.165	 -0.035
 24.734	 -0.125	 -0.015
 24.742	 -0.135	 -0.005
 24.750	 -0.135	 -0.005
 24.758	 -0.165	 -0.025
 24.766	 -0.145	 -0.025
 24.773	 -0.145	 -0.015
 24.781	 -0.145	 -0.015
 24.789	 -0.145	 -0.005
 24.797	 -0.125	  0.035
 24.805	 -0.095	  0.045
 24.812	 -0.075	  0.045
 24.820	 -0.045	  0.065
 24.828	 -0.015	  0.045
 24.836	  0.055	 -0.015
 24.844	 -0.025	 -0.035
 24.852	 -0.095	 -0.045
 24.859	 -0.115	 -0.045
 24.867	 -0.115	 -0.015
 24.875	 -0.145	 -0.015
 24.883	 -0.125	 -0.025
 24.891	 -0.155	 -0.035
 24.898	 -0.215	 -0.045
 24.906	 -0.245	 -0.015
 24.914	 -0.175	 -0.025
 24.922	 -0.145	 -0.035
 24.930	 -0.145	 -0.005
 24.938	 -0.205	  0.085
 24.945	 -0.765	  0.175
 24.953	 -0.555	 -0.025
 24.961	  0.705	 -0.425
 24.969	  2.265	 -0.315
 24.977	  2.845	 -0.015
 24.984	  2.625	  0.475
 24.992	  1.335	 -0.565
 25.000	 -0.145	 -0.825
 25.008	 -0.335	 -0.255
 25.016	 -0.235	 -0.015
 25.023	 -0.275	 -0.005
 25.031	 -0.335	 -0.025
 25.039	 -0.345	 -0.025
 25.047	 -0.335	 -0.025
 25.055	 -0.315	 -0.025
 25.062	 -0.315	 -0.065
 25.070	 -0.305	 -0.075
 25.078	 -0.265	 -0.065
 25.086	 -0.265	 -0.075
 25.094	 -0.255	 -0.095
 25.102	 -0.225	 -0.085
 25.109	 -0.195	 -0.065
 25.117	 -0.185	 -0.095
 25.125	 -0.155	 -0.115
 25.133	 -0.125	 -0.145
 25.141	 -0.095	 -0.145
 25.148	 -0.085	 -0.155
 25.156	 -0.055	 -0.215
 25.164	 -0.105	 -0.215
 25.172	 -0.105	 -0.225
 25.180	 -0.115	 -0.245
 25.188	 -0.105	 -0.255
 25.195	 -0.145	 -0.215
 25.203	 -0.145	 -0.215
 25.211	 -0.145	 -0.195
 25.219	 -0.115	 -0.145
 25.227	 -0.125	 -0.115
 25.234	 -0.095	 -0.055
 25.242	 -0.105	 -0.055
 25.250	 -0.145	 -0.045
 25.258	 -0.115	 -0.015
 25.266	 -0.105	  0.025
 25.273	 -0.135	  0.025
 25.281	 -0.145	  0.005
 25.289	 -0.145	  0.005
 25.297	 -0.165	  0.025
 25.305	 -0.105	  0.015
 25.312	 -0.145	 -0.015
 25.320	 -0.115	  0.015
 25.328	 -0.105	  0.025
 25.336	 -0.125	  0.025
 25.344	 -0.155	 -0.015
 25.352	 -0.105	  0.015
 25.359	 -0.085	  0.025
 25.367	 -0.115	 -0.005
 25.375	 -0.135	 -0.005
 25.383	 -0.115	 -0.005
 25.391	 -0.095	  0.025
 25.398	 -0.095	 -0.015
 25.406	 -0.125	 -0.025
 25.414	 -0.155	  0.005
 25.422	 -0.105	  0.015
 25.430	 -0.115	  0.005
 25.438	 -0.095	  0.015
 25.445	 -0.045	  0.035
 25.453	 -0.005	  0.075
 25.461	 -0.095	  0.065
 25.469	  0.015	  0.045
 25.477	  0.045	 -0.025
 25.484	 -0.005	 -0.015
 25.492	 -0.065	 -0.035
 25.500	 -0.115	 -0.055
 25.508	 -0.065	 -0.015
 25.516	 -0.085	  0.015
 25.523	 -0.155	 -0.025
 25.531	 -0.175	 -0.025
 25.539	 -0.195	 -0.025
 25.547	 -0.175	 -0.015
 25.555	 -0.185	 -0.035
 25.562	 -0.185	 -0.005
 25.570	 -0.135	 -0.025
 25.578	 -0.235	  0.135
 25.586	 -0.715	  0.155
 25.594	 -0.565	 -0.215
 25.602	  0.735	 -0.715
 25.609	  2.375	 -0.265
 25.617	  2.835	  0.385
 25.625	  2.505	  0.725
 25.633	  1.145	 -0.565
 25.641	 -0.165	 -0.725
 25.648	 -0.265	 -0.175
 25.656	 -0.225	 -0.025
 25.664	 -0.285	 -0.035
 25.672	 -0.335	 -0.045
 25.680	 -0.335	 -0.055
 25.688	 -0.365	 -0.065
 25.695	 -0.315	 -0.075
 25.703	 -0.305	 -0.065
 25.711	 -0.315	 -0.075
 25.719	 -0.265	 -0.105
 25.727	 -0.255	 -0.085
 25.734	 -0.225	 -0.105
 25.742	 -0.225	 -0.115
 25.750	 -0.175	 -0.155
 25.758	 -0.175	 -0.175
 25.766	 -0.145	 -0.145
 25.773	 -0.135	 -0.195
 25.781	 -0.105	 -0.225
 25.789	 -0.115	 -0.235
 25.797	 -0.105	 -0.265
 25.805	 -0.085	 -0.285
 25.812	 -0.085	 -0.305
 25.820	 -0.115	 -0.335
 25.828	 -0.105	 -0.325
 25.836	 -0.165	 -0.305
 25.844	 -0.175	 -0.275
 25.852	 -0.185	 -0.245
 25.859	 -0.155	 -0.175
 25.867	 -0.115	 -0.135
 25.875	 -0.125	 -0.095
 25.883	 -0.125	 -0.065
 25.891	 -0.135	 -0.035
 25.898	 -0.135	 -0.005
 25.906	 -0.165	  0.005
 25.914	 -0.185	 -0.005
 25.922	 -0.155	 -0.005
 25.930	 -0.165	 -0.005
 25.938	 -0.175	 -0.005
 25.945	 -0.155	 -0.005
 25.953	 -0.155	  0.005
 25.961	 -0.155	 -0.005
 25.969	 -0.165	 -0.005
 25.977	 -0.185	 -0.015
 25.984	 -0.155	 -0.005
 25.992	 -0.145	 -0.005
 26.000	 -0.155	  0.005
 26.008	 -0.145	 -0.005
 26.016	 -0.145	  0.005
 26.023	 -0.175	 -0.025
 26.031	 -0.185	 -0.025
 26.039	 -0.165	  0.005
 26.047	 -0.145	 -0.005
 26.055	 -0.175	 -0.015
 26.062	 -0.175	 -0.015
 26.070	 -0.165	 -0.015
 26.078	 -0.155	 -0.005
 26.086	 -0.105	  0.015
 26.094	 -0.085	  0.035
 26.102	 -0.125	  0.045
 26.109	 -0.035	  0.035
 26.117	 -0.005	 -0.025
 26.125	 -0.055	 -0.065
 26.133	 -0.085	 -0.055
 26.141	 -0.125	 -0.035
 26.148	 -0.165	 -0.025
 26.156	 -0.145	  0.025
 26.164	 -0.165	 -0.015
 26.172	 -0.215	 -0.035
 26.180	 -0.205	 -0.025
 26.188	 -0.225	 -0.025
 26.195	 -0.195	 -0.055
 26.203	 -0.195	 -0.025
 26.211	 -0.215	 -0.035
 26.219	 -0.195	  0.055
 26.227	 -0.705	  0.175
 26.234	 -0.715	 -0.105
 26.242	  0.165	 -0.735
 26.250	  1.875	 -0.355
 26.258	  2.715	  0.155
 26.266	  2.545	  0.895
 26.273	  1.585	 -0.015
 26.281	  0.055	 -0.825
 26.289	 -0.355	 -0.405
 26.297	 -0.305	 -0.065
 26.305	 -0.315	 -0.065
 26.312	 -0.345	 -0.075
 26.320	 -0.405	 -0.085
 26.328	 -0.385	 -0.095
 26.336	 -0.345	 -0.085
 26.344	 -0.345	 -0.105
 26.352	 -0.325	 -0.135
 26.359	 -0.275	 -0.105
 26.367	 -0.275	 -0.115
 26.375	 -0.265	 -0.165
 26.383	 -0.265	 -0.155
 26.391	 -0.205	 -0.165
 26.398	 -0.205	 -0.195
 26.406	 -0.185	 -0.225
 26.414	 -0.185	 -0.245
 26.422	 -0.145	 -0.285
 26.430	 -0.145	 -0.295
 26.438	 -0.135	 -0.345
 26.445	 -0.135	 -0.375
 26.453	 -0.135	 -0.375
 26.461	 -0.115	 -0.385
 26.469	 -0.145	 -0.405
 26.477	 -0.165	 -0.365
 26.484	 -0.145	 -0.345
 26.492	 -0.175	 -0.315
 26.500	 -0.135	 -0.275
 26.508	 -0.135	 -0.205
 26.516	 -0.135	 -0.135
 26.523	 -0.095	 -0.105
 26.531	 -0.085	 -0.075
 26.539	 -0.115	 -0.035
 26.547	 -0.135	 -0.025
 26.555	 -0.175	 -0.025
 26.562	 -0.185	 -0.025
 26.570	 -0.175	 -0.025
 26.578	 -0.185	 -0.015
 26.586	 -0.175	 -0.005
 26.594	 -0.155	 -0.035
 26.602	 -0.175	 -0.015
 26.609	 -0.165	  0.005
 26.617	 -0.205	 -0.005
 26.625	 -0.175	 -0.005
 26.633	 -0.135	 -0.015
 26.641	 -0.135	 -0.005
 26.648	 -0.165	 -0.035
 26.656	 -0.195	 -0.015
 26.664	 -0.185	 -0.025
 26.672	 -0.165	  0.005
 26.680	 -0.195	 -0.025
 26.688	 -0.145	 -0.005
 26.695	 -0.145	 -0.035
 26.703	 -0.165	 -0.025
 26.711	 -0.135	 -0.025
 26.719	 -0.125	 -0.005
 26.727	 -0.095	  0.025
 26.734	 -0.095	  0.025
 26.742	 -0.055	  0.025
 26.750	  0.015	 -0.005
 26.758	 -0.025	 -0.055
 26.766	 -0.105	 -0.065
 26.773	 -0.135	 -0.045
 26.781	 -0.125	 -0.035
 26.789	 -0.155	 -0.025
 26.797	 -0.185	 -0.025
 26.805	 -0.205	 -0.045
 26.812	 -0.245	 -0.025
 26.820	 -0.205	 -0.025
 26.828	 -0.205	 -0.055
 26.836	 -0.215	 -0.055
 26.844	 -0.195	 -0.035
 26.852	 -0.175	  0.015
 26.859	 -0.645	  0.165
 26.867	 -0.775	 -0.055
 26.875	  0.195	 -0.515
 26.883	  1.945	 -0.275
 26.891	  2.705	  0.175
 26.898	  2.505	  0.805
 26.906	  1.505	 -0.045
 26.914	 -0.005	 -0.785
 26.922	 -0.375	 -0.415
 26.930	 -0.295	 -0.115
 26.938	 -0.315	 -0.085
 26.945	 -0.325	 -0.085
 26.953	 -0.335	 -0.065
 26.961	 -0.375	 -0.095
 26.969	 -0.375	 -0.095
 26.977	 -0.345	 -0.105
 26.984	 -0.325	 -0.105
 26.992	 -0.295	 -0.135
 27.000	 -0.305	 -0.155
 27.008	 -0.365	 -0.145
 27.016	 -0.255	 -0.145
 27.023	 -0.235	 -0.145
 27.031	 -0.225	 -0.205
 27.039	 -0.215	 -0.205
 27.047	 -0.175	 -0.225
 27.055	 -0.165	 -0.255
 27.062	 -0.195	 -0.305
 27.070	 -0.185	 -0.305
 27.078	 -0.175	 -0.325
 27.086	 -0.185	 -0.335
 27.094	 -0.205	 -0.325
 27.102	 -0.195	 -0.325
 27.109	 -0.215	 -0.305
 27.117	 -0.215	 -0.275
 27.125	 -0.215	 -0.245
 27.133	 -0.165	 -0.185
 27.141	 -0.155	 -0.155
 27.148	 -0.145	 -0.105
 27.156	 -0.165	 -0.055
 27.164	 -0.145	 -0.045
 27.172	 -0.175	 -0.035
 27.180	 -0.205	 -0.025
 27.188	 -0.215	 -0.025
 27.195	 -0.165	 -0.015
 27.203	 -0.225	 -0.015
 27.211	 -0.205	 -0.025
 27.219	 -0.195	 -0.025
 27.227	 -0.175	 -0.015
 27.234	 -0.185	 -0.015
 27.242	 -0.215	 -0.025
 27.250	 -0.185	 -0.035
 27.258	 -0.175	 -0.025
 27.266	 -0.195	 -0.035
 27.273	 -0.205	 -0.045
 27.281	 -0.185	 -0.035
 27.289	 -0.175	 -0.025
 27.297	 -0.205	 -0.025
 27.305	 -0.205	 -0.035
 27.312	 -0.185	 -0.035
 27.320	 -0.155	 -0.025
 27.328	 -0.185	 -0.045
 27.336	 -0.215	 -0.035
 27.344	 -0.155	 -0.015
 27.352	 -0.115	  0.025
 27.359	 -0.125	  0.045
 27.367	 -0.145	  0.035
 27.375	 -0.005	 -0.005
 27.383	 -0.025	 -0.055
 27.391	 -0.115	 -0.055
 27.398	 -0.135	 -0.055
 27.406	 -0.115	 -0.045
 27.414	 -0.135	 -0.025
 27.422	 -0.165	  0.005
 27.430	 -0.205	 -0.045
 27.438	 -0.245	 -0.055
 27.445	 -0.235	 -0.045
 27.453	 -0.245	 -0.035
 27.461	 -0.235	 -0.025
 27.469	 -0.235	 -0.045
 27.477	 -0.215	 -0.035
 27.484	 -0.265	  0.095
 27.492	 -0.765	  0.185
 27.500	 -0.755	 -0.055
 27.508	  0.225	 -0.465
 27.516	  2.015	 -0.215
 27.523	  2.825	 -0.005
 27.531	  2.685	  0.585
 27.539	  1.685	 -0.245
 27.547	  0.045	 -0.805
 27.555	 -0.325	 -0.295
 27.562	 -0.275	 -0.065
 27.570	 -0.275	 -0.035
 27.578	 -0.325	 -0.045
 27.586	 -0.355	 -0.035
 27.594	 -0.355	 -0.055
 27.602	 -0.375	 -0.055
 27.609	 -0.325	 -0.065
 27.617	 -0.315	 -0.065
 27.625	 -0.315	 -0.075
 27.633	 -0.275	 -0.085
 27.641	 -0.255	 -0.075
 27.648	 -0.255	 -0.065
 27.656	 -0.215	 -0.105
 27.664	 -0.185	 -0.145
 27.672	 -0.195	 -0.145
 27.680	 -0.145	 -0.165
 27.688	 -0.145	 -0.175
 27.695	 -0.135	 -0.215
 27.703	 -0.095	 -0.215
 27.711	 -0.155	 -0.225
 27.719	 -0.155	 -0.265
 27.727	 -0.145	 -0.275
 27.734	 -0.195	 -0.255
 27.742	 -0.185	 -0.245
 27.750	 -0.185	 -0.235
 27.758	 -0.185	 -0.195
 27.766	 -0.155	 -0.135
 27.773	 -0.125	 -0.105
 27.781	 -0.155	 -0.065
 27.789	 -0.125	 -0.045
 27.797	 -0.135	 -0.005
 27.805	 -0.145	  0.005
 27.812	 -0.165	 -0.015
 27.820	 -0.165	  0.005
 27.828	 -0.155	  0.035
 27.836	 -0.175	  0.015
 27.844	 -0.125	  0.005
 27.852	 -0.155	  0.025
 27.859	 -0.165	  0.025
 27.867	 -0.155	 -0.005
 27.875	 -0.145	 -0.005
 27.883	 -0.145	  0.005
 27.891	 -0.155	  0.015
 27.898	 -0.175	  0.005
 27.906	 -0.145	 -0.015
 27.914	 -0.135	  0.005
 27.922	 -0.125	  0.035
 27.930	 -0.135	 -0.015
 27.938	 -0.145	 -0.015
 27.945	 -0.125	 -0.015
 27.953	 -0.165	 -0.005
 27.961	 -0.145	 -0.005
 27.969	 -0.085	  0.035
 27.977	 -0.115	  0.045
 27.984	 -0.105	  0.075
 27.992	 -0.065	  0.055
 28.000	  0.065	 -0.005
 28.008	 -0.015	 -0.045
 28.016	 -0.095	 -0.055
 28.023	 -0.155	 -0.035
 28.031	 -0.115	 -0.035
 28.039	 -0.125	  0.025
 28.047	 -0.185	 -0.005
